NP_001013390.1	XP_021332428.1	32.000	75	46	3	39	110	32	104	2.3	29.3
NP_001013390.1	XP_021330675.1	48.276	29	14	1	7	34	1038	1066	2.6	29.3
NP_001013390.1	NP_001074138.1	32.500	40	27	0	13	52	384	423	5.0	28.5
NP_001013390.1	XP_009304041.1	32.500	40	27	0	13	52	385	424	5.0	28.5
NP_001013390.1	XP_005155715.1	32.500	40	27	0	13	52	387	426	5.4	28.1
NP_001268455.1	XP_021326273.1	36.842	38	24	0	37	74	548	585	0.37	30.4
NP_001268455.1	XP_009300088.1	31.429	35	24	0	40	74	369	403	2.5	28.1
NP_001268455.1	XP_001920058.2	45.714	35	16	1	51	85	1946	1977	3.7	27.7
NP_001268455.1	XP_021323777.1	29.545	44	28	1	40	83	3471	3511	4.8	27.3
NP_001268455.1	XP_021323780.1	29.545	44	28	1	40	83	3455	3495	4.8	27.3
NP_001268455.1	XP_021323779.1	29.545	44	28	1	40	83	3460	3500	4.8	27.3
NP_001268455.1	XP_021323778.1	29.545	44	28	1	40	83	3466	3506	4.8	27.3
NP_001268455.1	XP_021323788.1	29.545	44	28	1	40	83	3292	3332	4.9	27.3
NP_001268455.1	XP_021323776.1	29.545	44	28	1	40	83	3472	3512	4.9	27.3
NP_001268455.1	XP_021323775.1	29.545	44	28	1	40	83	3483	3523	4.9	27.3
NP_001268455.1	XP_021334683.1	31.373	51	33	1	14	64	1480	1528	4.9	27.3
NP_001268455.1	XP_021323787.1	29.545	44	28	1	40	83	3292	3332	5.0	27.3
NP_001268455.1	XP_021330491.1	33.333	48	28	1	40	87	1104	1147	5.0	27.3
NP_001268455.1	XP_021334684.1	31.373	51	33	1	14	64	1470	1518	5.0	27.3
NP_001268455.1	XP_021334686.1	31.373	51	33	1	14	64	718	766	5.1	27.3
NP_001268455.1	XP_021334682.1	31.373	51	33	1	14	64	1577	1625	5.1	27.3
NP_001268455.1	XP_021334681.1	31.373	51	33	1	14	64	1603	1651	5.1	27.3
NP_001268455.1	XP_021323783.1	29.545	44	28	1	40	83	3304	3344	5.1	27.3
NP_001268455.1	XP_009303170.2	31.373	51	33	1	14	64	1398	1446	5.1	27.3
NP_001268455.1	XP_021334685.1	31.373	51	33	1	14	64	1398	1446	5.1	27.3
NP_001268455.1	XP_021323795.1	29.545	44	28	1	40	83	3273	3313	5.1	27.3
NP_001268455.1	XP_021323794.1	29.545	44	28	1	40	83	3279	3319	5.1	27.3
NP_001268455.1	XP_021323782.1	29.545	44	28	1	40	83	3309	3349	5.1	27.3
NP_001268455.1	XP_021323793.1	29.545	44	28	1	40	83	3281	3321	5.2	27.3
NP_001268455.1	XP_021323785.1	29.545	44	28	1	40	83	3297	3337	5.2	27.3
NP_001268455.1	XP_021323786.1	29.545	44	28	1	40	83	3293	3333	5.2	27.3
NP_001268455.1	NP_001093502.1	29.545	44	28	1	40	83	3270	3310	5.3	27.3
NP_001268455.1	XP_021323792.1	29.545	44	28	1	40	83	3285	3325	5.3	27.3
NP_001268455.1	XP_021323784.1	29.545	44	28	1	40	83	3298	3338	5.3	27.3
NP_001268455.1	XP_021323781.1	29.545	44	28	1	40	83	3323	3363	5.3	27.3
NP_001268455.1	XP_021323790.1	29.545	44	28	1	40	83	3290	3330	5.3	26.9
NP_001268455.1	XP_021323791.1	29.545	44	28	1	40	83	3285	3325	5.4	26.9
NP_001268455.1	XP_021323789.1	29.545	44	28	1	40	83	3290	3330	5.4	26.9
NP_001268455.1	XP_021333057.1	34.211	38	25	0	37	74	275	312	5.9	26.9
NP_001268455.1	XP_005166426.1	34.211	38	25	0	37	74	275	312	5.9	26.9
NP_001268455.1	NP_998695.1	38.235	34	20	1	38	71	131	163	6.0	26.6
NP_001268455.1	NP_001232886.1	34.211	38	25	0	37	74	383	420	6.0	26.9
NP_001268455.1	XP_021335603.1	40.000	30	18	0	38	67	139	168	7.4	26.6
NP_001268455.1	XP_009304605.1	40.000	30	18	0	38	67	206	235	7.6	26.6
NP_001268455.1	NP_001093073.1	54.545	22	10	0	70	91	40	61	8.6	26.2
NP_001268455.1	XP_021322793.1	54.545	22	10	0	70	91	40	61	8.6	26.2
NP_001242995.1	XP_009300088.1	37.931	29	18	0	46	74	375	403	2.1	28.1
NP_001242995.1	XP_021326273.1	34.211	38	25	0	37	74	548	585	2.4	28.1
NP_001242995.1	XP_021323634.1	23.636	55	42	0	29	83	13	67	3.7	26.9
NP_001242995.1	XP_021323780.1	31.818	44	27	1	40	83	3455	3495	4.0	27.3
NP_001242995.1	XP_021323776.1	31.818	44	27	1	40	83	3472	3512	4.0	27.3
NP_001242995.1	XP_021323779.1	31.818	44	27	1	40	83	3460	3500	4.0	27.3
NP_001242995.1	XP_021323778.1	31.818	44	27	1	40	83	3466	3506	4.0	27.3
NP_001242995.1	XP_021323777.1	31.818	44	27	1	40	83	3471	3511	4.0	27.3
NP_001242995.1	XP_021323775.1	31.818	44	27	1	40	83	3483	3523	4.1	27.3
NP_001242995.1	XP_021323783.1	31.818	44	27	1	40	83	3304	3344	4.2	27.3
NP_001242995.1	XP_021323794.1	31.818	44	27	1	40	83	3279	3319	4.3	27.3
NP_001242995.1	XP_021323787.1	31.818	44	27	1	40	83	3292	3332	4.3	27.3
NP_001242995.1	XP_021323786.1	31.818	44	27	1	40	83	3293	3333	4.3	27.3
NP_001242995.1	XP_021323782.1	31.818	44	27	1	40	83	3309	3349	4.3	27.3
NP_001242995.1	XP_021323781.1	31.818	44	27	1	40	83	3323	3363	4.3	27.3
NP_001242995.1	XP_021323790.1	31.818	44	27	1	40	83	3290	3330	4.4	27.3
NP_001242995.1	XP_021323788.1	31.818	44	27	1	40	83	3292	3332	4.4	27.3
NP_001242995.1	XP_021323785.1	31.818	44	27	1	40	83	3297	3337	4.4	27.3
NP_001242995.1	NP_001093502.1	31.818	44	27	1	40	83	3270	3310	4.4	27.3
NP_001242995.1	XP_021323792.1	31.818	44	27	1	40	83	3285	3325	4.4	27.3
NP_001242995.1	XP_021323791.1	31.818	44	27	1	40	83	3285	3325	4.4	27.3
NP_001242995.1	XP_021323793.1	31.818	44	27	1	40	83	3281	3321	4.4	27.3
NP_001242995.1	XP_021323789.1	31.818	44	27	1	40	83	3290	3330	4.4	27.3
NP_001242995.1	XP_021323784.1	31.818	44	27	1	40	83	3298	3338	4.4	27.3
NP_001242995.1	XP_021323795.1	31.818	44	27	1	40	83	3273	3313	4.5	27.3
NP_001242995.1	NP_001038387.1	37.209	43	26	1	13	55	2	43	5.2	27.3
NP_001242995.1	XP_009297176.1	37.209	43	26	1	13	55	2	43	5.2	27.3
NP_001242995.1	XP_021334684.1	31.373	51	33	1	14	64	1470	1518	8.2	26.6
NP_001242995.1	XP_021334683.1	31.373	51	33	1	14	64	1480	1528	8.2	26.6
NP_001242995.1	XP_009303170.2	31.373	51	33	1	14	64	1398	1446	8.4	26.6
NP_001242995.1	XP_021334685.1	31.373	51	33	1	14	64	1398	1446	8.4	26.6
NP_001242995.1	XP_021334682.1	31.373	51	33	1	14	64	1577	1625	8.4	26.6
NP_001242995.1	XP_021334681.1	31.373	51	33	1	14	64	1603	1651	8.5	26.6
NP_001242995.1	XP_021334686.1	31.373	51	33	1	14	64	718	766	8.8	26.6
NP_001242995.1	XP_021325319.1	30.189	53	33	2	38	90	120	168	9.9	26.2
NP_001242995.1	XP_021325317.1	30.189	53	33	2	38	90	120	168	10.0	26.2
NP_001186265.1	XP_694160.3	34.545	55	34	1	54	108	327	379	1.4	29.3
NP_001186265.1	XP_009301405.1	34.545	55	34	1	54	108	327	379	1.4	29.3
NP_001186265.1	XP_009301404.1	34.545	55	34	1	54	108	313	365	1.4	29.3
NP_001186265.1	XP_005172377.1	34.545	55	34	1	54	108	327	379	1.4	29.3
NP_001186265.1	XP_009301402.1	34.545	55	34	1	54	108	327	379	1.4	29.3
NP_001186265.1	XP_688565.1	53.846	26	12	0	53	78	192	217	5.5	27.7
NP_001186265.1	XP_001921623.4	31.707	41	26	1	10	50	203	241	5.9	27.3
NP_001279986.1	NP_001315423.1	58.289	187	78	0	11	197	8	194	3.09e-72	234
NP_001279986.1	XP_021334824.1	58.289	187	78	0	11	197	8	194	3.09e-72	234
NP_001279986.1	XP_021334823.1	58.289	187	78	0	11	197	8	194	3.09e-72	234
NP_001279986.1	XP_005155599.1	58.289	187	78	0	11	197	8	194	3.86e-72	234
NP_001279986.1	XP_021334825.1	58.289	187	78	0	11	197	8	194	3.86e-72	234
NP_001279986.1	NP_998467.1	56.983	179	76	1	19	197	31	208	6.22e-66	218
NP_001279986.1	XP_005155604.1	53.476	187	87	0	11	197	32	218	1.24e-63	212
NP_001279986.1	XP_021334859.1	53.476	187	87	0	11	197	32	218	1.24e-63	212
NP_001279986.1	XP_005155603.1	53.476	187	87	0	11	197	32	218	1.24e-63	212
NP_001279986.1	XP_005155602.1	53.476	187	87	0	11	197	32	218	1.24e-63	212
NP_001279986.1	XP_005155601.1	53.476	187	87	0	11	197	32	218	1.24e-63	212
NP_001279986.1	NP_001103930.1	53.476	187	87	0	11	197	32	218	4.69e-63	210
NP_001279986.1	XP_005169634.1	51.872	187	81	2	19	197	55	240	6.35e-62	208
NP_001279986.1	NP_997752.2	51.872	187	81	2	19	197	55	240	8.72e-62	208
NP_001279986.1	XP_005157744.1	43.103	174	95	1	28	197	16	189	3.31e-36	138
NP_001279986.1	XP_005157744.1	37.349	83	52	0	34	116	111	193	6.94e-12	67.8
NP_001279986.1	XP_005157744.1	32.653	98	66	0	112	209	15	112	3.84e-11	65.9
NP_001279986.1	XP_005157743.1	43.103	174	95	1	28	197	16	189	4.32e-36	138
NP_001279986.1	XP_005157743.1	37.349	83	52	0	34	116	111	193	7.61e-12	68.2
NP_001279986.1	XP_005157743.1	32.653	98	66	0	112	209	15	112	4.63e-11	65.9
NP_001279986.1	XP_009289908.1	43.103	174	95	1	28	197	16	189	5.65e-36	139
NP_001279986.1	XP_009289908.1	37.349	83	52	0	34	116	111	193	8.38e-12	68.2
NP_001279986.1	XP_009289908.1	32.653	98	66	0	112	209	15	112	4.73e-11	65.9
NP_001279986.1	XP_005157742.1	43.103	174	95	1	28	197	16	189	6.43e-36	139
NP_001279986.1	XP_005157742.1	37.349	83	52	0	34	116	111	193	8.35e-12	68.2
NP_001279986.1	XP_005157742.1	32.653	98	66	0	112	209	15	112	4.84e-11	65.9
NP_001279986.1	XP_005157739.1	43.103	174	95	1	28	197	16	189	7.53e-36	139
NP_001279986.1	XP_005157739.1	37.349	83	52	0	34	116	111	193	8.31e-12	68.6
NP_001279986.1	XP_005157739.1	32.653	98	66	0	112	209	15	112	5.22e-11	65.9
NP_001279986.1	NP_957403.1	44.000	175	92	2	28	197	16	189	9.47e-36	139
NP_001279986.1	NP_957403.1	37.349	83	52	0	34	116	111	193	9.33e-12	68.6
NP_001279986.1	NP_957403.1	32.653	98	66	0	112	209	15	112	5.47e-11	66.2
NP_001279986.1	XP_005157738.1	44.000	175	92	2	28	197	16	189	9.47e-36	139
NP_001279986.1	XP_005157738.1	37.349	83	52	0	34	116	111	193	9.33e-12	68.6
NP_001279986.1	XP_005157738.1	32.653	98	66	0	112	209	15	112	5.47e-11	66.2
NP_001279986.1	XP_005157737.1	44.000	175	92	2	28	197	16	189	9.47e-36	139
NP_001279986.1	XP_005157737.1	37.349	83	52	0	34	116	111	193	9.33e-12	68.6
NP_001279986.1	XP_005157737.1	32.653	98	66	0	112	209	15	112	5.47e-11	66.2
NP_001279986.1	XP_009289904.1	44.000	175	92	2	28	197	16	189	1.39e-35	139
NP_001279986.1	XP_009289904.1	37.349	83	52	0	34	116	111	193	1.18e-11	68.2
NP_001279986.1	XP_009289904.1	32.653	98	66	0	112	209	15	112	6.19e-11	65.9
NP_001279986.1	XP_021337039.1	43.103	174	95	1	28	197	16	189	1.57e-35	135
NP_001279986.1	XP_021337039.1	37.349	83	52	0	34	116	111	193	1.13e-11	67.0
NP_001279986.1	XP_021337039.1	32.653	98	66	0	112	209	15	112	1.12e-10	63.9
NP_001279986.1	XP_021337038.1	43.103	174	95	1	28	197	16	189	2.28e-35	137
NP_001279986.1	XP_021337038.1	37.349	83	52	0	34	116	111	193	1.27e-11	67.8
NP_001279986.1	XP_021337038.1	32.653	98	66	0	112	209	15	112	1.09e-10	64.7
NP_001279986.1	NP_001307031.1	41.379	174	98	1	28	197	16	189	2.54e-34	135
NP_001279986.1	NP_001307031.1	37.349	83	52	0	34	116	111	193	5.73e-12	68.9
NP_001279986.1	NP_001307031.1	33.673	98	65	0	112	209	15	112	3.87e-11	66.2
NP_001279986.1	XP_009303812.1	41.379	174	98	1	28	197	16	189	2.72e-34	135
NP_001279986.1	XP_009303812.1	37.349	83	52	0	34	116	111	193	5.40e-12	69.3
NP_001279986.1	XP_009303812.1	33.673	98	65	0	112	209	15	112	4.60e-11	66.2
NP_001279986.1	NP_001013534.1	41.618	173	95	2	30	197	17	188	2.08e-32	128
NP_001279986.1	NP_001013534.1	35.714	84	54	0	34	117	110	193	1.02e-10	64.7
NP_001279986.1	NP_001013534.1	29.670	91	64	0	119	209	21	111	4.85e-09	59.3
NP_001279986.1	NP_956789.1	37.356	174	103	2	34	201	16	189	2.42e-32	129
NP_001279986.1	NP_001315077.1	36.517	178	107	1	26	197	6	183	2.98e-32	128
NP_001279986.1	XP_017213207.1	36.517	178	107	1	26	197	6	183	2.98e-32	128
NP_001279986.1	XP_021335236.1	37.356	174	103	2	34	201	39	212	3.82e-32	129
NP_001279986.1	XP_021335237.1	37.356	174	103	2	34	201	39	212	4.22e-32	129
NP_001279986.1	XP_003198626.3	41.040	173	96	2	30	197	19	190	1.22e-31	126
NP_001279986.1	XP_003198626.3	35.714	84	54	0	34	117	112	195	1.20e-10	64.7
NP_001279986.1	XP_003198626.3	30.769	91	63	0	119	209	23	113	6.55e-10	62.4
NP_001279986.1	NP_956398.1	36.994	173	103	1	34	200	34	206	1.40e-30	125
NP_001279986.1	NP_956398.1	26.190	84	62	0	118	201	33	116	1.53e-04	45.8
NP_001279986.1	XP_017213726.1	34.595	185	102	2	34	200	24	207	8.83e-27	114
NP_001279986.1	XP_017213726.1	29.268	82	58	0	35	116	127	208	5.46e-09	59.7
NP_001279986.1	XP_005155755.1	34.595	185	102	2	34	200	24	207	8.92e-27	113
NP_001279986.1	XP_005155755.1	29.268	82	58	0	35	116	127	208	6.80e-09	59.3
NP_001279986.1	XP_021335235.1	32.178	202	103	3	34	201	39	240	9.69e-27	114
NP_001279986.1	XP_021335235.1	24.409	127	63	4	108	201	23	149	0.062	37.4
NP_001279986.1	XP_005155753.1	34.595	185	102	2	34	200	24	207	1.05e-26	114
NP_001279986.1	XP_005155753.1	29.268	82	58	0	35	116	127	208	5.00e-09	60.1
NP_001279986.1	XP_021335234.1	32.178	202	103	3	34	201	39	240	1.07e-26	114
NP_001279986.1	XP_021335234.1	24.409	127	63	4	108	201	23	149	0.062	37.4
NP_001279986.1	XP_005155754.1	34.595	185	102	2	34	200	24	207	1.14e-26	114
NP_001279986.1	XP_005155754.1	29.268	82	58	0	35	116	127	208	6.75e-09	59.7
NP_001279986.1	NP_001166975.1	34.595	185	102	2	34	200	24	207	1.18e-26	113
NP_001279986.1	NP_001166975.1	29.268	82	58	0	35	116	127	208	6.68e-09	59.7
NP_001279986.1	XP_009304078.1	34.043	188	105	2	31	200	21	207	2.04e-26	112
NP_001279986.1	XP_009304078.1	29.268	82	58	0	35	116	127	208	9.06e-09	58.9
NP_001279986.1	XP_021335308.1	34.043	188	105	2	31	200	21	207	2.14e-26	113
NP_001279986.1	XP_021335308.1	29.268	82	58	0	35	116	127	208	6.44e-09	59.7
NP_001279986.1	XP_021335311.1	34.043	188	105	2	31	200	21	207	2.16e-26	113
NP_001279986.1	XP_021335311.1	29.268	82	58	0	35	116	127	208	7.09e-09	59.3
NP_001279986.1	XP_021335309.1	34.043	188	105	2	31	200	21	207	2.30e-26	113
NP_001279986.1	XP_021335309.1	29.268	82	58	0	35	116	127	208	6.60e-09	59.7
NP_001279986.1	XP_021335310.1	34.043	188	105	2	31	200	21	207	2.34e-26	113
NP_001279986.1	XP_021335310.1	29.268	82	58	0	35	116	127	208	8.05e-09	59.3
NP_001279986.1	NP_999871.1	34.706	170	105	1	34	197	9	178	1.74e-25	108
NP_001279986.1	NP_999871.1	31.183	93	62	1	119	209	9	101	1.63e-06	51.6
NP_001279986.1	NP_001268650.1	31.765	170	110	1	34	197	7	176	2.67e-24	104
NP_001279986.1	NP_001268650.1	29.032	93	64	1	119	209	7	99	1.65e-07	54.7
NP_001279986.1	XP_005171799.1	42.149	121	66	1	30	146	19	139	2.36e-22	95.1
NP_001279986.1	XP_005171799.1	30.769	91	63	0	119	209	23	113	1.10e-10	61.6
NP_001279986.1	NP_997810.2	30.588	170	112	1	34	197	11	180	3.13e-22	98.6
NP_001279986.1	NP_997810.2	26.214	103	72	2	111	209	1	103	2.97e-05	47.8
NP_001279986.1	NP_958884.1	29.293	198	124	5	18	206	89	279	5.29e-19	90.9
NP_001279986.1	XP_021325436.1	28.141	199	131	6	10	203	80	271	2.20e-17	85.9
NP_001279986.1	NP_001013351.1	45.946	74	40	0	30	103	19	92	3.21e-15	72.4
NP_001279986.1	NP_001013351.1	34.328	67	44	0	119	185	23	89	9.67e-08	51.2
NP_001279986.1	NP_938178.1	27.451	204	131	6	10	203	80	276	6.42e-15	77.0
NP_001279986.1	XP_021325437.1	27.451	204	131	6	10	203	80	276	6.42e-15	77.0
NP_001279986.1	XP_005169335.1	28.049	164	106	2	26	177	127	290	1.62e-13	74.3
NP_001279986.1	XP_005169334.1	28.049	164	106	2	26	177	127	290	1.62e-13	74.3
NP_001279986.1	XP_021333925.1	27.879	165	107	2	26	178	61	225	1.94e-13	73.9
NP_001279986.1	XP_021333924.1	27.879	165	107	2	26	178	61	225	1.94e-13	73.9
NP_001279986.1	XP_009302408.1	27.879	165	107	2	26	178	61	225	1.94e-13	73.9
NP_001279986.1	XP_005167281.1	27.879	165	107	2	26	178	61	225	1.94e-13	73.9
NP_001279986.1	NP_001012304.1	28.049	164	106	2	26	177	142	305	2.11e-13	73.9
NP_001279986.1	XP_005169332.1	28.049	164	106	2	26	177	142	305	2.11e-13	73.9
NP_001279986.1	XP_005167279.1	28.049	164	106	2	26	177	160	323	4.64e-13	73.2
NP_001279986.1	NP_001014392.1	28.049	164	106	2	26	177	160	323	4.64e-13	73.2
NP_001279986.1	XP_021335260.1	28.000	150	96	2	40	177	3	152	7.70e-12	68.6
NP_001279986.1	XP_021335260.1	28.814	59	42	0	34	92	94	152	0.009	40.0
NP_001279986.1	XP_021333926.1	28.188	149	95	2	28	164	162	310	1.60e-09	60.8
NP_001279986.1	XP_017214473.1	38.554	83	48	2	34	115	9	89	3.59e-09	60.1
NP_001279986.1	XP_017214473.1	41.667	48	28	0	119	166	9	56	0.003	41.6
NP_001279986.1	NP_997763.1	38.554	83	48	2	34	115	9	89	4.38e-09	60.1
NP_001279986.1	NP_997763.1	41.667	48	28	0	119	166	9	56	0.003	41.6
NP_001279986.1	XP_021336640.1	38.554	83	48	2	34	115	9	89	4.38e-09	60.1
NP_001279986.1	XP_021336640.1	41.667	48	28	0	119	166	9	56	0.003	41.6
NP_001279986.1	XP_021324480.1	28.369	141	95	4	30	166	44	182	4.64e-09	60.1
NP_001279986.1	XP_021324480.1	29.114	79	52	1	31	109	397	471	0.11	36.6
NP_001279986.1	XP_021324481.1	28.369	141	95	4	30	166	44	182	4.75e-09	60.1
NP_001279986.1	XP_021324481.1	29.114	79	52	1	31	109	396	470	0.11	36.6
NP_001279986.1	XP_021324482.1	28.369	141	95	4	30	166	44	182	4.86e-09	60.1
NP_001279986.1	XP_017208257.1	28.369	141	95	4	30	166	44	182	5.68e-09	60.1
NP_001279986.1	XP_017208257.1	29.114	79	52	1	31	109	434	508	0.12	36.6
NP_001279986.1	NP_001002562.1	28.369	141	95	4	30	166	44	182	5.82e-09	60.1
NP_001279986.1	NP_001002562.1	29.114	79	52	1	31	109	433	507	0.12	36.6
NP_001279986.1	XP_009293467.1	28.369	141	95	4	30	166	44	182	6.71e-09	59.7
NP_001279986.1	XP_009293467.1	29.114	79	52	1	31	109	453	527	0.13	36.6
NP_001279986.1	XP_021336641.1	38.554	83	48	2	34	115	9	89	6.74e-09	58.5
NP_001279986.1	XP_021336641.1	41.667	48	28	0	119	166	9	56	0.002	41.6
NP_001279986.1	XP_009293466.1	28.369	141	95	4	30	166	44	182	6.83e-09	59.7
NP_001279986.1	XP_009293466.1	29.114	79	52	1	31	109	454	528	0.14	36.6
NP_001279986.1	XP_009293469.1	28.369	141	95	4	30	166	44	182	7.18e-09	59.7
NP_001279986.1	NP_001315070.1	36.364	77	47	1	28	102	4	80	8.65e-09	57.8
NP_001279986.1	NP_001315070.1	30.263	76	53	0	119	194	12	87	5.44e-05	46.2
NP_001279986.1	NP_958453.1	27.322	183	110	6	35	197	194	373	1.14e-08	59.3
NP_001279986.1	NP_958453.1	24.026	154	101	7	35	177	102	250	0.001	42.7
NP_001279986.1	NP_958453.1	28.571	49	33	1	115	163	9	55	4.5	31.6
NP_001279986.1	XP_021322784.1	26.484	219	133	8	35	231	194	406	1.17e-08	59.3
NP_001279986.1	XP_021322784.1	24.026	154	101	7	35	177	102	250	0.002	42.7
NP_001279986.1	XP_021322784.1	28.571	49	33	1	115	163	9	55	4.2	31.6
NP_001279986.1	NP_001103597.1	35.714	70	45	0	33	102	25	94	1.22e-08	57.0
NP_001279986.1	NP_001103597.1	28.713	101	65	1	111	204	11	111	6.37e-07	52.0
NP_001279986.1	NP_998030.1	32.500	80	54	0	23	102	1	80	1.26e-08	57.0
NP_001279986.1	NP_998030.1	23.611	144	102	1	119	262	12	147	3.71e-05	46.6
NP_001279986.1	XP_017207464.1	30.000	120	79	3	30	145	31	149	2.17e-08	58.2
NP_001279986.1	NP_705947.3	26.389	144	102	4	26	166	7	149	2.61e-08	57.8
NP_001279986.1	NP_705947.3	26.000	50	37	0	120	169	15	64	3.4	32.0
NP_001279986.1	XP_009291638.1	30.000	120	79	3	30	145	31	149	2.62e-08	57.8
NP_001279986.1	XP_017207463.1	30.000	120	79	3	30	145	31	149	2.75e-08	57.8
NP_001279986.1	XP_017207462.1	30.000	120	79	3	30	145	31	149	2.75e-08	57.8
NP_001279986.1	XP_021325038.1	29.365	126	84	3	24	145	69	193	4.75e-08	57.0
NP_001279986.1	XP_021325038.1	30.380	79	51	1	31	109	448	522	0.022	38.9
NP_001279986.1	XP_021325033.1	29.365	126	84	3	24	145	69	193	4.80e-08	57.0
NP_001279986.1	XP_021325033.1	32.000	75	47	1	35	109	467	537	0.023	38.9
NP_001279986.1	XP_017208668.2	29.365	126	84	3	24	145	69	193	4.82e-08	57.0
NP_001279986.1	XP_017208668.2	30.380	79	51	1	31	109	433	507	0.021	38.9
NP_001279986.1	XP_021325034.1	29.365	126	84	3	24	145	69	193	4.85e-08	57.0
NP_001279986.1	XP_021325034.1	32.000	75	47	1	35	109	462	532	0.024	38.9
NP_001279986.1	XP_021325035.1	29.365	126	84	3	24	145	69	193	4.93e-08	57.0
NP_001279986.1	XP_021325035.1	32.000	75	47	1	35	109	461	531	0.025	38.9
NP_001279986.1	NP_001035411.2	39.241	79	47	1	31	108	3	81	5.09e-08	54.7
NP_001279986.1	NP_001035411.2	29.167	48	34	0	119	166	6	53	0.27	34.7
NP_001279986.1	XP_021325030.1	29.365	126	84	3	24	145	69	193	5.11e-08	57.0
NP_001279986.1	XP_021325030.1	30.380	79	51	1	31	109	465	539	0.024	38.9
NP_001279986.1	NP_001124260.1	29.365	126	84	3	24	145	69	193	5.13e-08	57.0
NP_001279986.1	NP_001124260.1	30.380	79	51	1	31	109	441	515	0.022	38.9
NP_001279986.1	XP_017208665.2	29.365	126	84	3	24	145	69	193	5.13e-08	57.0
